ID,'nol_new_early_w_nol_new_early_RSComplex_3','nol_new_late_w_nol_new_late_RSComplex_3','ol_new_early_w_ol_new_early_RSComplex_3','ol_new_late_w_ol_new_late_RSComplex_3','ol_new_early_w_nol_new_early_RSComplex_3','ol_new_late_w_nol_new_late_RSComplex_3','ol_new_early_w_ol_old_early_RSComplex_3','ol_new_late_w_ol_old_late_RSComplex_3','nol_new_early_w_nol_new_early_RSComplex_2','nol_new_late_w_nol_new_late_RSComplex_2','ol_new_early_w_ol_new_early_RSComplex_2','ol_new_late_w_ol_new_late_RSComplex_2','ol_new_early_w_nol_new_early_RSComplex_2','ol_new_late_w_nol_new_late_RSComplex_2','ol_new_early_w_ol_old_early_RSComplex_2','ol_new_late_w_ol_old_late_RSComplex_2','nol_new_early_w_nol_new_early_RSComplex_1','nol_new_late_w_nol_new_late_RSComplex_1','ol_new_early_w_ol_new_early_RSComplex_1','ol_new_late_w_ol_new_late_RSComplex_1','ol_new_early_w_nol_new_early_RSComplex_1','ol_new_late_w_nol_new_late_RSComplex_1','ol_new_early_w_ol_old_early_RSComplex_1','ol_new_late_w_ol_old_late_RSComplex_1','nol_new_early_w_nol_new_early_RSComplex_0','nol_new_late_w_nol_new_late_RSComplex_0','ol_new_early_w_ol_new_early_RSComplex_0','ol_new_late_w_ol_new_late_RSComplex_0','ol_new_early_w_nol_new_early_RSComplex_0','ol_new_late_w_nol_new_late_RSComplex_0','ol_new_early_w_ol_old_early_RSComplex_0','ol_new_late_w_ol_old_late_RSComplex_0','nol_new_early_w_nol_new_early_ba2930_3','nol_new_late_w_nol_new_late_ba2930_3','ol_new_early_w_ol_new_early_ba2930_3','ol_new_late_w_ol_new_late_ba2930_3','ol_new_early_w_nol_new_early_ba2930_3','ol_new_late_w_nol_new_late_ba2930_3','ol_new_early_w_ol_old_early_ba2930_3','ol_new_late_w_ol_old_late_ba2930_3','nol_new_early_w_nol_new_early_ba2930_2','nol_new_late_w_nol_new_late_ba2930_2','ol_new_early_w_ol_new_early_ba2930_2','ol_new_late_w_ol_new_late_ba2930_2','ol_new_early_w_nol_new_early_ba2930_2','ol_new_late_w_nol_new_late_ba2930_2','ol_new_early_w_ol_old_early_ba2930_2','ol_new_late_w_ol_old_late_ba2930_2','nol_new_early_w_nol_new_early_ba2930_1','nol_new_late_w_nol_new_late_ba2930_1','ol_new_early_w_ol_new_early_ba2930_1','ol_new_late_w_ol_new_late_ba2930_1','ol_new_early_w_nol_new_early_ba2930_1','ol_new_late_w_nol_new_late_ba2930_1','ol_new_early_w_ol_old_early_ba2930_1','ol_new_late_w_ol_old_late_ba2930_1','nol_new_early_w_nol_new_early_ba2930_0','nol_new_late_w_nol_new_late_ba2930_0','ol_new_early_w_ol_new_early_ba2930_0','ol_new_late_w_ol_new_late_ba2930_0','ol_new_early_w_nol_new_early_ba2930_0','ol_new_late_w_nol_new_late_ba2930_0','ol_new_early_w_ol_old_early_ba2930_0','ol_new_late_w_ol_old_late_ba2930_0','nol_new_early_w_nol_new_early_hippo_3','nol_new_late_w_nol_new_late_hippo_3','ol_new_early_w_ol_new_early_hippo_3','ol_new_late_w_ol_new_late_hippo_3','ol_new_early_w_nol_new_early_hippo_3','ol_new_late_w_nol_new_late_hippo_3','ol_new_early_w_ol_old_early_hippo_3','ol_new_late_w_ol_old_late_hippo_3','nol_new_early_w_nol_new_early_hippo_2','nol_new_late_w_nol_new_late_hippo_2','ol_new_early_w_ol_new_early_hippo_2','ol_new_late_w_ol_new_late_hippo_2','ol_new_early_w_nol_new_early_hippo_2','ol_new_late_w_nol_new_late_hippo_2','ol_new_early_w_ol_old_early_hippo_2','ol_new_late_w_ol_old_late_hippo_2','nol_new_early_w_nol_new_early_hippo_1','nol_new_late_w_nol_new_late_hippo_1','ol_new_early_w_ol_new_early_hippo_1','ol_new_late_w_ol_new_late_hippo_1','ol_new_early_w_nol_new_early_hippo_1','ol_new_late_w_nol_new_late_hippo_1','ol_new_early_w_ol_old_early_hippo_1','ol_new_late_w_ol_old_late_hippo_1','nol_new_early_w_nol_new_early_hippo_0','nol_new_late_w_nol_new_late_hippo_0','ol_new_early_w_ol_new_early_hippo_0','ol_new_late_w_ol_new_late_hippo_0','ol_new_early_w_nol_new_early_hippo_0','ol_new_late_w_nol_new_late_hippo_0','ol_new_early_w_ol_old_early_hippo_0','ol_new_late_w_ol_old_late_hippo_0'
s14,0.01647318,0.085989039,0.012259883,0.057749552,0.024782053,0.044176741,0.01062435,0.057452688,0.109337314,0.061971692,0.111161061,0.053011441,0.100437984,0.057444219,0.094735747,0.048402612,0.075572781,0.064626217,0.100627369,0.053878191,0.081492703,0.05326175,0.07906538,0.047695678,0.048967913,0.028923381,0.074612988,0.008715873,0.05776378,0.024883838,0.028910714,0.014743803,0.028732157,0.03043467,0.034084867,0.056958785,0.033049765,0.019535166,0.009370184,0.036370829,0.06466115,0.03956278,0.050558572,0.011329447,0.040229886,0.019561809,0.03391879,0.022696983,0.054933398,0.044839609,0.055763311,0.016836901,0.051278075,0.017783183,0.030893597,0.005717859,0.016187755,0.034622926,0.040717973,0.018585374,0.026931147,0.02525193,0.01889442,0.020987206,0.008929529,0.005868396,0.010517239,0.010818938,0.005493422,0.005433242,0.003919054,0.003798588,0.027959911,0.006298127,0.024401087,0.013410797,0.010120233,0.011990505,0.009177974,0.003907483,0.009738766,0.011480497,0.013909275,0.001770764,0.008383127,0.006544453,0.010666013,0.003099719,-0.000631326,-0.00326061,0.003329919,0.008577644,0.005738712,0.005479447,-3.43E-05,0.008797194
s15,0.163504018,0.088921696,0.148345072,0.071310862,0.121782586,0.114228674,0.065378576,0.05916006,0.110091175,0.068388633,0.116600471,0.263690977,0.119274152,0.159916318,0.137477509,0.219811079,0.10266966,0.092554195,0.092691923,0.16106778,0.087974827,0.123802715,0.10371525,0.179770551,0.071987997,0.132366863,0.177163058,0.032664215,0.09458516,0.11221473,0.086581604,0.114640015,0.187918575,0.047909928,0.13481724,0.045854803,0.137052346,0.066751582,0.096362017,0.059305403,0.103342431,0.060692835,0.098183006,0.218281458,0.104339692,0.105409756,0.109216889,0.193189995,0.063667456,0.088679852,0.06649657,0.087804911,0.05695746,0.071434018,0.08192416,0.127501573,0.065565329,0.127445195,0.127630774,0.012311262,0.0633535,0.103438071,0.054210401,0.105607259,0.080125302,-0.004740057,0.069448487,0.066443953,0.060798222,0.057361258,0.014709808,0.033943258,0.012126631,0.014075194,0.010746283,0.050242621,0.011311911,0.036664283,0.017665085,0.047951841,0.005178702,0.009764636,0.012302181,0.018800535,0.006801187,0.035598479,0.011238743,0.02365773,0.055704524,0.008745032,0.08083519,0.015936581,0.038046046,0.035930142,0.013612284,0.054665528
s17,0.015056389,0.006275623,0.022705776,0.000578951,0.022048451,0.000839854,0.00748485,0.015929397,0.074836685,0.015859832,0.12340182,0.031840405,0.091282983,0.025602316,0.10973143,0.035834441,0.045367054,0.031047745,0.066872672,0.01644297,0.056219049,0.012711684,0.066885591,0.02315971,0.01990393,0.05661539,0.091091928,0.031153523,0.036714684,-0.003537351,0.067926248,0.03079548,0.020348012,0.013032498,0.052289118,-0.006846013,0.034186058,-0.00449848,0.002493566,0.014958521,0.063287719,0.025710201,0.079229242,0.010896726,0.062725211,0.016656191,0.081560543,0.024535488,0.036033372,0.034581241,0.044333577,-0.000302762,0.046693245,-0.003083374,0.046817149,0.017650606,0.018980623,0.033390063,0.061683362,0.024354577,0.017658817,-0.01121257,0.0377906,0.019039355,0.020885442,0.013148543,0.025708114,-0.014297333,0.015087417,-0.002589431,-0.011042151,0.004124841,0.008847471,0.010634988,0.020785695,0.002047705,0.013799932,0.002340658,0.011730132,-0.006752016,0.000619957,0.010712576,0.009509266,-0.0058233,0.005105977,0.001663673,0.00699608,-0.001672218,0.013469619,0.021527532,0.051794946,-0.00230552,-0.007076616,-0.008968993,0.002302523,-0.004941933
s18,-0.006874683,0.06508848,0.048202697,0.011304073,-0.010058303,-0.006004065,-0.02033269,-0.00816036,0.03022778,0.016580547,0.031695702,0.015342467,0.020512507,0.009179808,0.027868056,0.009150526,0.01122236,0.017639403,0.027454318,0.019526082,0.004728282,-0.009816702,0.023172328,0.003700831,-0.013324453,0.005629313,0.017822205,0.02690122,0.01434829,0.012243336,0.001708565,-0.00846064,-0.007340992,0.088001982,0.03954631,-0.003139441,-0.013479835,-0.002721656,-0.013271146,-0.003868961,0.029888429,0.019132007,0.010362887,0.019673381,0.020005993,0.003962743,0.021209656,-0.004905167,-0.005817385,0.008575637,0.021456157,0.015052818,0.0031249,-0.020950729,0.015258016,0.007757699,-0.024704455,0.001335541,0.014162874,0.068625276,0.011890037,0.015785022,0.007814238,-0.008580996,-0.012918963,0.01028159,0.047359839,-0.011879248,-0.00812022,-0.018162433,-0.029276398,0.002178451,0.005983278,0.006068387,-0.002972342,0.000657755,0.004461548,-0.002910156,0.010359546,0.013861143,0.011584884,-0.008739519,-0.001545667,-0.000486214,-6.40E-05,-0.016144949,0.012684713,-0.001752003,-0.006596079,-0.010180151,-0.004583918,0.019368628,0.013827012,-0.003775575,-0.000587613,-0.014528411
s19,0.024562977,0.147574315,0.047309939,0.219473124,0.043256905,0.180315098,0.043604979,0.205691326,0.146355185,0.055374815,0.158145216,0.022698901,0.153489259,0.036388219,0.143053767,0.037125964,0.096384576,0.031658704,0.100923787,0.020632643,0.107323651,0.027132294,0.090379839,0.02473798,0.093169379,0.177260086,0.122057311,0.181838209,0.099129519,0.195968501,0.064392748,0.195995102,0.033938084,0.139504572,0.022020263,0.190289207,0.046185073,0.167569598,0.035374435,0.154805825,0.139866222,0.048243989,0.133557681,0.033382718,0.141831257,0.032128715,0.113365249,0.039061327,0.075035887,0.040181618,0.097919913,0.037463476,0.099261153,0.034671909,0.080451736,0.033059165,0.083896523,0.138761261,0.095197889,0.147813668,0.067661497,0.154206336,0.05423749,0.153402042,0.073080047,0.014504549,0.017004729,0.027781883,0.000330103,0.033098485,0.013066951,0.026403217,0.045381168,0.003222117,0.043742866,0.003947681,0.033299196,0.016393512,0.02653197,0.015674119,0.02100492,0.008756433,0.02211158,0.013084105,0.019205634,0.009666033,0.013961811,0.009693394,0.044626815,0.02979403,0.026188334,0.036292832,-0.002842907,0.028014895,0.007880686,0.061269494
s20,0.023127408,0.008185464,0.045595635,0.030493557,-0.02272305,0.024995269,0.030066141,0.020289607,0.006736131,0.032208621,0.030176542,0.047120424,0.036268864,0.057058723,0.049072271,0.033033312,0.009140411,0.018438896,0.022029171,0.031524911,0.029242757,0.035958463,0.02151419,0.031539419,0.031195194,0.05689034,0.018619447,0.026509009,0.027802297,0.042843498,0.032644758,0.028310889,0.01852465,0.01582986,0.029419573,0.057603136,-0.018302632,0.043415715,0.025209053,0.030727935,0.0002348,0.023974256,0.001276313,0.039763945,0.018543928,0.043178939,0.021338043,0.029457717,0.016475707,0.041085933,0.006416484,0.025754467,0.023014587,0.045939887,0.003843083,0.035215058,0.012961417,0.071973275,0.023719467,0.027097548,0.023686745,0.052744233,0.037623309,0.025251618,0.016027774,0.036887234,0.016112626,0.023195881,-0.01629306,0.032147343,0.009387282,-0.005158746,0.001017634,0.027941514,0.012293844,0.011948403,0.008157877,0.026021616,0.004006663,0.010804584,-0.001100561,0.010952793,-0.000632149,0.006055282,0.007127441,0.007626994,0.004679844,0.000130804,0.010645076,0.085054473,0.002772582,-0.014598769,0.00539962,0.014299813,-0.00314691,0.008176877
s21,0.019327659,0.022854522,0.075327356,0.027554814,0.041581511,0.03072627,0.007758055,0.018253701,0.0531667,0.121300953,0.061747048,0.108363112,0.059694856,0.120136688,0.039675599,0.080053808,0.020915373,0.084904602,0.032512341,0.099049212,0.027859486,0.094220022,0.034633281,0.06096735,0.056557707,0.109822952,0.056691873,0.063190982,0.066221837,0.077813805,0.069190823,0.048663547,0.024100143,0.024542452,0.085357483,0.032421269,0.057593361,0.042715225,0.007338347,0.023056163,0.011986845,0.102792948,0.031612012,0.071625089,0.030437452,0.09383796,0.021085383,0.054385448,0.031568779,0.04498793,0.017382267,0.064658004,0.019938657,0.063280742,0.017067558,0.043163748,0.05489492,0.1233274,0.038897058,0.073111156,0.054644673,0.09750501,0.051419798,0.058976768,0.009501653,0.00504969,0.033253465,0.024028015,0.019987987,0.002584727,0.008252334,0.007227578,0.014643417,0.028633652,0.011836602,0.009510409,0.018776723,0.018506049,0.007446972,0.017285434,0.015077532,0.038414248,0.010693929,0.015723595,0.020137093,0.015795484,0.006077879,0.013053095,0.043694225,0.032768748,0.036360412,0.003281248,0.039303875,0.015615884,0.051674443,0.010087409
s22,0.03836733,0.157066537,0.120461286,0.130832969,0.061631893,0.158940094,0.089963268,0.118619664,0.06128214,0.051509136,0.070280743,0.069498573,0.054439425,0.062821957,0.068502603,0.05309006,0.045210318,0.057018331,0.062822254,0.082066571,0.051232166,0.053148328,0.059844695,0.059304412,0.03643375,0.087601567,0.114825598,0.047458435,0.077692667,0.057610647,0.10474304,0.042645612,0.054554094,0.148904817,0.11498569,0.137381304,0.083222768,0.146839632,0.087486522,0.109472339,0.059151774,0.040624016,0.090013683,0.049825758,0.060753307,0.047115029,0.064027239,0.048985284,0.045907058,0.033726022,0.049731027,0.064901102,0.039529743,0.044738728,0.04485112,0.062901826,0.044612108,0.100861336,0.101309628,0.03637621,0.07427518,0.054305731,0.060861421,0.042769805,0.027895262,0.00563733,0.045982363,0.017328851,0.03214945,-0.003561073,0.03228864,0.006197554,0.012145127,0.003691707,0.020791136,0.004083949,0.003145298,0.00512861,0.015014538,0.010986006,0.014579056,0.007440234,0.041118601,0.010889688,0.003135378,0.001138303,0.023582398,0.006264739,0.007933916,0.030741138,0.020430973,0.007699676,0.015999378,0.00925779,0.02043163,-0.000898715
s23,0.010027521,0.078890071,0.008761626,0.083785099,0.021530827,0.079896578,0.016900701,0.044934643,0.040192442,0.08149476,0.03372599,0.050842085,0.029476556,0.066743757,0.042311911,0.042976283,0.031722316,0.085093423,0.031490966,0.055949829,0.023784185,0.072520202,0.026800852,0.047863067,0.017143426,0.024839232,0.041541231,-0.007194827,0.038578919,0.007235182,0.034852134,0.014510473,0.012735867,0.053049099,0.035533785,0.08472177,0.010415094,0.062893551,0.003878301,0.063802689,0.02998679,0.064270855,0.023004224,0.036871934,0.022262775,0.050119922,0.032151053,0.038440529,0.034985483,0.069912976,0.023894764,0.048105734,0.011732488,0.053122242,0.017535565,0.041741593,0.005242662,0.03160559,0.029655029,-0.001327388,0.032359991,0.00297771,0.02962116,0.013754812,-0.01727028,0.012811358,0.006785198,-0.003135463,-0.003953682,-0.012856167,3.31E-05,0.005869739,0.023605239,-0.0025859,0.000867948,0.012274136,0.008089108,0.002541105,-0.000269995,0.006196613,0.000619034,-0.001799311,-0.002814468,0.012175372,0.001877466,0.004012512,-0.004324428,-0.002550706,0.016196115,0.01216742,-0.006006649,7.37E-05,0.012291346,-0.006663039,0.000224087,0.005658573
s24,0.212757654,0.050767337,0.252203996,0.118872685,0.234533823,0.092639796,0.191643491,0.079101167,0.129929276,0.066586789,0.123206573,0.087123428,0.128056163,0.073269944,0.085841982,0.097556795,0.035166084,0.016876368,0.044254132,0.051189488,0.043864596,0.023964385,0.024940974,0.043923963,0.240991197,0.085004459,0.159465828,0.138998369,0.202642722,0.128569893,0.142040957,0.059191333,0.146422378,0.01263856,0.16414128,0.081206769,0.143702176,0.052749675,0.114394967,0.056112451,0.086961606,0.054253015,0.097325495,0.063524138,0.088136747,0.038058889,0.049380348,0.052235515,0.040796279,0.001707051,0.027200109,0.041393478,0.026081447,0.021219395,0.012756137,0.020376245,0.10950475,0.050105582,0.072609384,0.068456415,0.102988774,0.072157881,0.054236744,0.042528017,0.047715499,-0.010892884,0.080984635,0.024537534,0.066145676,-0.000881097,0.065679774,0.027663083,0.022199231,0.009113145,0.033322827,0.02276214,0.027925038,0.008040814,0.014332028,0.010585454,0.006368259,-0.005502564,0.018459995,0.024286934,0.010277645,-0.007564751,0.01198982,0.011832562,0.05714281,0.015884081,0.018439208,0.037618756,0.0445797,0.039721386,0.032564312,0.008806377
